,Price,Manufacturer,Prod_year,Category,Leather_interior,Fuel_type,Engine_Volume,HasTurbo,Mileage,Cylinders,Gear_box_type,Drive_wheels,Doors,Wheel,Color,Airbags,aic_resid,bic_resid,r2a_resid,press_resid,cv_resid
10818,12544,HONDA,2011,Hatchback,No,Petrol,1.3,0,140000,4.0,Variator,Front,4,Right-hand drive,White,4,-8332.899067012015,-7155.004549203539,-8332.899067012015,-5800.784440180287,-7929.06315489627
17281,5000,VAZ,1977,Sedan,No,Petrol,1.6,0,37500,4.0,Manual,Rear,4,Left wheel,Sky blue,0,21886.78484755828,28726.213978686254,21886.78484755828,22136.011632146314,22387.781220545865
6712,43576,SSANGYONG,2014,Jeep,Yes,Diesel,2.0,0,90000,4.0,Automatic,Front,4,Left wheel,Black,4,11419.104882671429,18092.682550704532,11419.104882671429,10107.3867513882,11560.21500785508
7801,7840,SUBARU,2001,Sedan,No,Petrol,2.0,1,112000,4.0,Tiptronic,4x4,4,Right-hand drive,Blue,2,-2025.9095083039192,-13990.906002946122,-2025.9095083039192,-4453.714823837392,-1395.5235695187712
8364,6899,HONDA,2012,Hatchback,No,Petrol,1.3,0,146000,4.0,Automatic,Front,4,Right-hand drive,White,2,-9701.605263382895,-9060.153093651685,-9701.605263382895,-8174.76248028595,-9197.235848638766
3415,470,HYUNDAI,2015,Sedan,Yes,Hybrid,2.4,0,135730,4.0,Automatic,Front,4,Left wheel,Silver,0,-21087.392040328763,-20552.4099226238,-21087.392040328763,-28650.310063331388,-19867.24116042083
10940,34340,HYUNDAI,2015,Jeep,Yes,Diesel,2.0,0,31251,4.0,Automatic,Front,4,Left wheel,White,4,3225.6168121210612,7493.1487034381025,3225.6168121210612,8895.750131818466,3202.745491008729
4954,35269,SSANGYONG,2017,Jeep,Yes,Diesel,1.6,0,77721,4.0,Automatic,Front,4,Left wheel,White,4,-746.5385202156176,6847.612706151707,-746.5385202156176,-881.352029657457,-1237.8564035939125
18136,10976,BMW,2002,Sedan,Yes,Petrol,2.5,0,262400,6.0,Tiptronic,4x4,4,Left wheel,Black,8,2523.637795181703,-1072.4901492191675,2523.637795181703,-3585.4150740532205,1370.2647743684156
4125,23521,TOYOTA,2019,Sedan,No,Petrol,2.5,0,22400,6.0,Tiptronic,Front,4,Left wheel,Brown,10,-13940.181317501658,-10001.882221197622,-13940.181317501658,-14871.269545200747,-14803.406940800276
8280,10663,BMW,2001,Sedan,No,Petrol,2.5,0,76550,6.0,Tiptronic,Rear,4,Right-hand drive,Grey,6,-779.4771924545421,-1727.6396335035915,-779.4771924545421,-1049.416492654942,-532.8796352024838
18226,39829,LEXUS,2010,Jeep,Yes,Petrol,4.6,0,155821,8.0,Automatic,4x4,4,Left wheel,Black,0,14907.983038435581,15382.844767047027,14907.983038435581,15746.387751060538,15111.001640604554
7386,23521,TOYOTA,2010,Jeep,Yes,Petrol,2.5,0,109534,4.0,Tiptronic,4x4,4,Left wheel,White,10,-827.913415405721,2269.922404200246,-827.913415405721,5670.379365308676,-828.993360816341
8157,40026,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,0,116365,4.0,Automatic,Front,4,Left wheel,Black,4,7398.667624789097,11815.614856171673,7398.667624789097,11195.084648420103,7391.721687192552
16423,7524,MITSUBISHI,2001,Jeep,No,Petrol,2.0,0,130933,4.0,Manual,4x4,4,Left wheel,Silver,4,-784.1474328220174,784.2366101471816,-784.1474328220174,-1473.0528380502947,-832.652023339193
11236,27174,JEEP,2011,Jeep,Yes,Petrol,2.4,0,97277,4.0,Automatic,Front,4,Left wheel,White,4,6334.124238112639,11114.601917737837,6334.124238112639,7910.430082317907,6178.8500843769725
12125,24462,BMW,2009,Jeep,Yes,Petrol,3.0,0,107000,6.0,Tiptronic,4x4,4,Left wheel,Black,8,-2118.292501926291,1428.1082983577435,-2118.292501926291,-719.1225368301384,-2287.016328184596
4540,27375,TOYOTA,2013,Hatchback,Yes,Petrol,1.5,0,73938,4.0,Automatic,Front,4,Left wheel,Red,4,7268.266168495171,11181.730542009507,7268.266168495171,12196.532154358923,6601.0608971100155
1554,251,TOYOTA,2008,Jeep,Yes,Hybrid,3.3,0,318467,6.0,Automatic,4x4,4,Left wheel,Blue,12,-6805.1365191988925,-3585.7693212582003,-6805.1365191988925,-4791.859728120733,-6779.444439282256
970,4704,FORD,2017,Sedan,Yes,Petrol,1.5,0,74603,4.0,Automatic,Front,4,Left wheel,Black,12,-11552.268468278256,-10120.671520852795,-11552.268468278256,-13142.241542327683,-12825.575099636586
7132,188,HONDA,2011,Hatchback,Yes,Hybrid,1.3,0,216858,4.0,Automatic,Front,4,Left wheel,Grey,0,-11185.395872613368,-12210.812366130314,-11185.395872613368,-16456.14555232087,-11446.373958116059
3047,1098,TOYOTA,2016,Sedan,Yes,Petrol,2.5,0,114389,4.0,Automatic,Front,4,Left wheel,Blue,12,-16479.148748713153,-15244.466916702515,-16479.148748713153,-11799.938393998425,-16034.80996586035
12925,9408,KIA,2013,Sedan,Yes,Petrol,2.0,0,45156,4.0,Automatic,Front,4,Left wheel,White,4,-2081.6285821564416,-8225.934079548566,-2081.6285821564416,-2743.0263090152293,-2217.481600359097
10305,24148,TOYOTA,2014,Hatchback,No,Hybrid,1.5,0,80000,4.0,Automatic,Front,4,Left wheel,Grey,10,13265.608080349277,15610.736901201435,13265.608080349277,11343.127190240659,12748.011710513074
3288,941,HONDA,2011,Sedan,Yes,Petrol,1.8,0,177250,4.0,Automatic,Front,4,Left wheel,Black,12,-4472.210508440191,-6566.867210189057,-4472.210508440191,-5832.938581193797,-4909.045277153859
11651,22357,CHEVROLET,2012,Jeep,Yes,Diesel,2.0,0,176379,4.0,Automatic,Front,4,Left wheel,Grey,4,4632.343408179691,-399.24975476260806,4632.343408179691,11224.415343168657,4776.476398676154
5259,73071,LEXUS,2015,Jeep,Yes,Petrol,4.6,0,188078,8.0,Automatic,4x4,4,Left wheel,Black,0,40585.23710177577,41807.17553071488,40585.23710177577,41402.8824205054,40867.88262152274
2616,3293,TOYOTA,2010,Hatchback,Yes,Hybrid,1.8,0,159382,4.0,Automatic,Front,4,Left wheel,White,12,-291.99056571737765,1051.1568488831667,-291.99056571737765,-2114.0269893859513,-414.2725242807255
12823,12858,HYUNDAI,2012,Sedan,No,Petrol,1.8,0,156800,4.0,Automatic,Front,4,Left wheel,Black,6,-3342.9829952329237,-1130.4510521080538,-3342.9829952329237,-7435.937949324492,-3631.4210665477003
4032,12544,INFINITI,2002,Jeep,Yes,Petrol,3.5,0,190000,4.0,Automatic,4x4,4,Left wheel,Black,6,7248.270641013991,7292.627707258794,7248.270641013991,10188.872919400688,7959.678166296842
2503,5000,OPEL,1999,Goods wagon,No,Diesel,2.0,1,0,4.0,Manual,Front,4,Left wheel,Blue,4,-5973.750230983333,-12968.109545699328,-5973.750230983333,-8743.979329010006,-5503.346712282408
17477,7997,TOYOTA,2017,Jeep,Yes,Petrol,2.5,0,29333,4.0,Automatic,Front,4,Left wheel,Grey,12,-17780.128722943315,-9709.000763968947,-17780.128722943315,-7856.870798567776,-17296.948245514897
7898,220,FORD,2015,Jeep,Yes,Petrol,3.5,0,0,6.0,Automatic,Front,4,Left wheel,White,12,-25692.379723260092,-17640.262312552237,-25692.379723260092,-17004.20485582901,-25045.710576335514
651,5018,TOYOTA,2013,Sedan,Yes,Hybrid,2.5,0,190549,4.0,Automatic,Front,4,Left wheel,Black,12,-2550.2832593425783,-3331.375163097431,-2550.2832593425783,-6809.894605006557,-1866.6255870128707
265,7683,NISSAN,2006,Sedan,Yes,CNG,1.8,0,200000,4.0,Variator,Front,4,Left wheel,Silver,2,-2693.8348418441383,-12472.361077199675,-2693.8348418441383,-510.58443075744435,-3015.1592378542537
9183,34811,BMW,2012,Jeep,Yes,Diesel,3.0,0,70994,6.0,Automatic,4x4,4,Left wheel,Black,0,6072.636235721064,5762.054339019538,6072.636235721064,7594.9720418001525,5894.239460444587
13002,7840,MERCEDES-BENZ,1999,Sedan,Yes,Petrol,2.4,0,200000,5.0,Automatic,Front,4,Left wheel,Silver,4,7373.856280499682,8143.008084934994,7373.856280499682,6257.570477518253,6936.430459857757
3111,51746,GAZ,1953,Sedan,No,Petrol,2.0,0,0,4.0,Manual,Rear,4,Left wheel,Beige,0,-1.2587406672537327e-08,107044.4946158341,-1.2587406672537327e-08,-1.3969838619232178e-09,-1.129956217482686e-08
8969,8467,NISSAN,2004,Hatchback,Yes,Petrol,1.5,0,138000,4.0,Variator,Front,4,Right-hand drive,Black,4,5878.190352701865,-2263.5334669617587,5878.190352701865,3920.448959588073,6642.7113281139045
5385,17876,HYUNDAI,2014,Sedan,No,Petrol,1.8,0,155360,4.0,Tiptronic,Front,4,Left wheel,Grey,6,-12346.35060554897,-10223.649177785872,-12346.35060554897,-13867.866482300684,-12537.305079237045
13648,6899,MERCEDES-BENZ,2001,Coupe,Yes,Petrol,3.2,0,1000,6.0,Tiptronic,Rear,2,Right-hand drive,Black,6,-6811.950438796404,-7508.570103684897,-6811.950438796404,-9446.730907991529,-5682.6260849002465
4848,18531,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,0,165845,4.0,Automatic,Front,4,Left wheel,Silver,4,2427.310547716337,4776.665312230754,2427.310547716337,-550.027451550588,1833.9821873279143
9816,21953,TOYOTA,2015,Sedan,No,Hybrid,1.8,0,67200,4.0,Automatic,Front,4,Left wheel,Black,8,9037.660196559716,9482.120949449305,9037.660196559716,3603.158879578579,8665.085705473188
1035,19874,SSANGYONG,2012,Jeep,Yes,Diesel,2.0,0,179828,4.0,Automatic,Front,4,Left wheel,White,4,-9256.996742664644,-2882.249754762608,-9256.996742664644,-8690.846699102316,-9147.737384512104
17221,8781,FORD,2016,Sedan,Yes,Hybrid,2.0,0,194974,4.0,Automatic,Front,4,Left wheel,Black,0,-11877.10289608041,-12452.412072643769,-11877.10289608041,-19460.775518226903,-11722.161628065758
5142,4704,DAEWOO,2009,Sedan,Yes,Petrol,1.6,0,112282,4.0,Automatic,Front,4,Left wheel,Silver,4,-1184.1675298735436,-6323.266993236386,-1184.1675298735436,-1831.5623091664165,-1475.144312964766
12281,25810,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,0,132000,4.0,Automatic,Front,4,Left wheel,White,4,2260.3627487808735,5780.817939770255,2260.3627487808735,7951.255462373607,2157.864510091007
14433,13328,LEXUS,2010,Jeep,Yes,Hybrid,3.5,0,186005,6.0,Automatic,4x4,4,Left wheel,Silver,12,8876.066794185706,6187.897135585712,8876.066794185706,7604.135225555394,8660.906516139781
4609,46236,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,0,133554,4.0,Automatic,Front,4,Left wheel,Grey,4,13608.667624789097,18025.614856171673,13608.667624789097,19447.512719302904,13601.721687192552
18196,9879,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,3.0,0,273186,6.0,Automatic,Rear,4,Left wheel,White,12,-4786.958869488673,-7572.311824408909,-4786.958869488673,-4402.568704832811,-5362.3910768568385
10302,10976,OPEL,2009,Coupe,No,Petrol,1.6,0,237780,4.0,Manual,Front,2,Left wheel,Black,6,-5912.440747708002,-3813.819139186946,-5912.440747708002,-9171.260766978376,-5914.045329565139
12973,32302,MERCEDES-BENZ,2014,Sedan,Yes,Diesel,5.5,0,101424,8.0,Automatic,4x4,4,Left wheel,Grey,12,8999.265977912903,3556.763526001425,8999.265977912903,9360.261887419038,10973.670897397766
15220,10976,FORD,2008,Goods wagon,Yes,Diesel,2.2,1,220000,4.0,Manual,Front,4,Left wheel,Blue,6,-10784.411569100761,-18134.496688169576,-10784.411569100761,-12623.627599467523,-10300.117779510052
4128,4391,CADILLAC,2019,Sedan,Yes,Petrol,2.0,0,21659,4.0,Automatic,4x4,4,Left wheel,Black,12,-6611.464439045121,-14601.40383694373,-6611.464439045121,-10777.765862836037,-7520.02023805703
6399,7840,MINI,2003,Coupe,Yes,Petrol,1.6,0,171770,4.0,Variator,Front,2,Right-hand drive,Black,4,-620.0636139898888,-1815.1325440069431,-620.0636139898888,-4403.192986647598,-292.84843966133394
12222,53314,MERCEDES-BENZ,2016,Jeep,Yes,Petrol,2.0,1,65000,4.0,Automatic,4x4,4,Left wheel,Black,12,23512.3603195544,30942.63337695666,23512.3603195544,23852.630843251478,23023.58115721935
4084,84675,LAND ROVER,2016,Jeep,Yes,Petrol,2.0,1,64000,4.0,Automatic,4x4,4,Left wheel,Black,6,30961.19221107154,57186.5833823041,30961.19221107154,28413.97823610995,31194.434029120996
3704,51373,HYUNDAI,2016,Jeep,Yes,Diesel,2.2,0,140552,4.0,Automatic,Front,4,Left wheel,White,4,18405.565545234676,22586.349007548444,18405.565545234676,24411.649065707345,18738.721687192552
16659,11917,TOYOTA,2012,Hatchback,No,Hybrid,1.3,0,155000,4.0,Variator,Front,4,Right-hand drive,White,4,-8411.665352141968,-5243.048184664174,-8411.665352141968,-9964.639397881925,-8093.6196609391045
2678,27435,HONDA,2014,Hatchback,Yes,Petrol,1.5,0,109000,4.0,Automatic,Front,4,Left wheel,White,4,9224.15200633588,9878.196694743077,9224.15200633588,10037.565943087451,8961.682762918048
10041,5865,DAEWOO,2009,Sedan,Yes,Diesel,2.0,0,39031,4.0,Automatic,Front,4,Left wheel,Blue,4,-2295.0337292427694,-12800.648212963315,-2295.0337292427694,646.3145307004452,-2102.171318180407
11717,20385,MERCEDES-BENZ,2006,Jeep,Yes,Petrol,6.3,0,264000,8.0,Automatic,4x4,4,Left wheel,Black,6,-2537.1907600982704,1611.7704374678542,-2537.1907600982704,1581.3248244193383,1042.912207485093
9178,14834,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,0,131443,4.0,Automatic,Front,4,Left wheel,Silver,4,-2782.6386396156267,-283.8685350356791,-2782.6386396156267,-5764.128517661709,-3360.0416164882627
11320,35617,CHEVROLET,2017,Sedan,Yes,Petrol,2.5,0,56486,4.0,Automatic,Front,4,Left wheel,Golden,4,17756.0350997924,11088.265909827638,17756.0350997924,14255.004898074549,19003.498860647887
327,27284,TOYOTA,2014,Sedan,Yes,Petrol,2.5,0,52000,4.0,Tiptronic,Front,4,Left wheel,Black,12,1737.2803902986489,2284.470346685379,1737.2803902986489,3480.849857245572,2215.401236715945
17359,20237,HYUNDAI,2012,Jeep,Yes,Diesel,2.0,0,180200,4.0,Automatic,Front,4,Left wheel,White,4,-6338.535625883047,-2519.249754762608,-6338.535625883047,-655.9466698486358,-6409.1830975418125
8626,6115,CHEVROLET,2008,Jeep,Yes,Diesel,2.0,0,48939,4.0,Automatic,Front,4,Left wheel,Black,4,-5557.859842492457,-11187.114365696885,-5557.859842492457,-991.608463270124,-5477.428386058207
11854,52696,HYUNDAI,2015,Sedan,Yes,Petrol,2.0,0,68920,4.0,Automatic,Front,4,Left wheel,White,4,29860.30963927964,32334.998225918574,29860.30963927964,27251.750131818466,30010.886972062275
1272,53314,KIA,2016,Jeep,Yes,Diesel,2.0,1,27000,4.0,Tiptronic,Front,4,Left wheel,Black,8,12005.53621724536,9661.286760229515,12005.53621724536,18248.36938398052,12000.618323051938
7551,6500,TOYOTA,2012,Hatchback,No,Hybrid,1.5,0,382000,4.0,Automatic,Front,4,Right-hand drive,White,2,-8379.5244407353,-6132.9287304691225,-8379.5244407353,-10593.516371876933,-7636.768550865423
1027,131716,TOYOTA,2018,Jeep,Yes,Diesel,3.0,1,59826,4.0,Automatic,4x4,4,Left wheel,Black,12,96055.46178271555,97250.38691682718,96055.46178271555,102296.13949735463,97012.15427952282
13130,10036,TOYOTA,2007,Hatchback,No,Hybrid,1.5,0,194000,4.0,Variator,Front,4,Left wheel,Silver,8,443.4939528376799,2528.721866146455,443.4939528376799,-786.2122217328288,-167.91387272662723
17279,18189,HYUNDAI,2011,Coupe,No,Petrol,2.0,1,111000,4.0,Tiptronic,Front,2,Left wheel,Sky blue,6,-16515.247142643173,-13865.877812508716,-16515.247142643173,-18254.20363151841,-16099.781873995395
4058,24462,CHEVROLET,2012,Sedan,Yes,Plug-in Hybrid,1.4,0,239000,4.0,Automatic,Front,4,Left wheel,Black,6,9140.623615209319,4901.372867658778,9140.623615209319,13272.426445954014,8830.413138817574
3910,220,LEXUS,2010,Jeep,Yes,Hybrid,3.5,0,317470,6.0,Automatic,4x4,4,Left wheel,Grey,12,-4231.9332058142945,-6920.102864414288,-4231.9332058142945,-5625.819273035973,-4447.09348386022
5658,17249,BMW,1992,Sedan,Yes,Petrol,2.8,0,1000,6.0,Manual,Rear,4,Left wheel,Black,2,19675.951294839855,18770.294509501276,19675.951294839855,15434.655564297456,19874.755507407346
13515,5488,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,0,109798,4.0,Automatic,Front,4,Left wheel,White,12,-3593.2324466745413,-4224.909010363861,-3593.2324466745413,-5987.431253829971,-2893.6493908295124
16361,11200,KIA,2010,Minivan,Yes,Diesel,2.2,0,125000,4.0,Automatic,Front,4,Left wheel,Silver,4,-1390.518734018733,-9405.447908852973,-1390.518734018733,3895.0950415045954,-2026.911651576418
3894,38574,MERCEDES-BENZ,2010,Sedan,Yes,Diesel,3.0,1,155000,6.0,Tiptronic,Rear,4,Left wheel,Black,12,4908.180058525308,3632.5272638136594,4908.180058525308,3475.352905270178,4675.704442992261
5836,2979,BMW,2011,Jeep,Yes,Petrol,3.0,0,0,6.0,Automatic,4x4,4,Left wheel,Black,12,-12120.20619306383,-7986.462301928439,-12120.20619306383,-10807.291850078851,-12424.986430879762
1084,549,MAZDA,2014,Jeep,Yes,Petrol,2.5,0,79094,4.0,Automatic,Front,4,Left wheel,Black,12,-13956.635351581368,-13066.399222169655,-13956.635351581368,-11552.372278803494,-13872.164736163122
3571,188,FORD,2008,Sedan,Yes,Hybrid,0.4,0,209843,4.0,Automatic,Front,4,Left wheel,Grey,0,-5645.692760989337,-5527.014505526489,-5645.692760989337,-13874.538918456063,-8338.97119753448
13694,6272,MERCEDES-BENZ,2009,Jeep,Yes,Diesel,3.5,0,274088,6.0,Automatic,4x4,4,Left wheel,Black,12,-10158.04002957791,-9892.908751434124,-10158.04002957791,-6844.93098989781,-10169.255950864019
8443,10000,NISSAN,2007,Hatchback,Yes,Petrol,1.5,0,145000,5.0,Variator,Front,4,Right-hand drive,Silver,2,-180.39395683283146,-6526.8183403119,-180.39395683283146,-1059.7757744439878,-53.014937522573746
14425,17405,TOYOTA,2010,Hatchback,No,Hybrid,1.8,0,200000,4.0,Tiptronic,Front,4,Left wheel,Black,6,-2442.732973180886,-1338.023576914362,-2442.732973180886,-5802.929435172118,-2345.9705791589367
13674,1000,MAZDA,1990,Sedan,No,Petrol,1.6,0,1111,4.0,Manual,Front,4,Left wheel,Black,2,15522.931802453688,8705.957295773516,15522.931802453688,8939.214430271182,14563.898215404175
1346,11917,BMW,2004,Cabriolet,Yes,Petrol,2.5,0,174000,6.0,Tiptronic,Rear,2,Left wheel,Silver,6,-15010.545882223389,-4564.241175302879,-15010.545882223389,-5242.5849187388085,-16582.24837990037
15447,13328,LEXUS,2010,Jeep,Yes,Hybrid,3.5,0,186005,6.0,Automatic,4x4,4,Left wheel,Silver,12,8876.066794185706,6187.897135585712,8876.066794185706,7604.135225555394,8660.906516139781
8142,12541,FIAT,2012,Coupe,Yes,Petrol,1.4,0,81000,4.0,Manual,Front,2,Left wheel,Red,8,2639.110821820572,-4057.471500812153,2639.110821820572,4459.159837217536,2612.972038779508
16864,8467,TOYOTA,2008,Hatchback,No,Petrol,1.5,0,170000,4.0,Automatic,4x4,4,Right-hand drive,White,6,1269.56778489522,797.0831098925146,1269.56778489522,1412.7662399038672,1069.7000098638673
18808,3800,OPEL,1997,Goods wagon,No,CNG,1.6,0,255000,4.0,Manual,Front,4,Left wheel,White,2,1643.4695193540642,-2166.45744631085,1643.4695193540642,-500.4507954264991,1196.9328031758082
17788,8154,TOYOTA,2005,Hatchback,No,Petrol,1.0,0,200000,4.0,Variator,Front,4,Right-hand drive,Silver,4,-6543.885848861286,-2499.4026926701117,-6543.885848861286,-2813.1137829180807,-7134.566001622021
4021,11917,MERCEDES-BENZ,2000,Coupe,Yes,Petrol,3.2,0,165000,6.0,Tiptronic,Rear,2,Left wheel,Black,8,1474.7564724726853,578.6470751323868,1474.7564724726853,-1717.9653221415356,1449.3639381055636
15247,5645,SUBARU,1997,Pickup,No,Petrol,0.7,0,888,3.0,Manual,4x4,2,Right-hand drive,White,2,12298.244130990957,6399.416683713042,12298.244130990957,13744.786337118596,10375.01624576895
11585,21893,TOYOTA,2012,Hatchback,Yes,Petrol,1.5,0,58600,4.0,Automatic,Front,4,Left wheel,Black,4,3299.2153558271348,7063.264389275937,3299.2153558271348,3640.4497664314695,2616.0847009261925
13578,7213,TOYOTA,2009,Sedan,Yes,Hybrid,1.8,0,281600,4.0,Automatic,Rear,4,Left wheel,White,0,-2806.1840704249844,-3899.409293155528,-2806.1840704249844,-8589.560965284705,-3282.2104526074945
15947,22649,SSANGYONG,2011,Jeep,Yes,Diesel,2.0,0,131114,4.0,Automatic,Front,4,Left wheel,Silver,4,-4969.04755533268,1256.2840925038217,-4969.04755533268,-4103.927480804734,-4875.713580695461
5857,7700,HONDA,2012,Hatchback,No,Petrol,1.3,0,81000,4.0,Automatic,Front,4,Right-hand drive,White,4,-7144.847539445771,-6553.469762100831,-7144.847539445771,-5388.323306617327,-6691.615298698205
12141,34811,LEXUS,2012,Jeep,Yes,Petrol,4.6,0,229334,8.0,Automatic,4x4,4,Left wheel,Black,0,6864.084663771657,7637.777072514167,6864.084663771657,7694.185618838295,7098.954032971735
17249,8075,VOLKSWAGEN,2012,Sedan,Yes,Petrol,2.5,0,164800,4.0,Tiptronic,Front,4,Left wheel,Grey,12,-7114.2027384749235,-14197.461958781761,-7114.2027384749235,-5427.0866844528355,-6399.345175723796
10329,251,TOYOTA,2016,Hatchback,Yes,Hybrid,1.5,0,296104,4.0,Automatic,Front,4,Left wheel,Black,12,-11901.532570377523,-9307.64746178057,-11901.532570377523,-16128.197803339455,-12438.415347179183
8985,16621,TOYOTA,2011,Hatchback,No,Hybrid,1.8,0,102000,4.0,Automatic,Front,4,Left wheel,Grey,10,9767.302523013534,11309.939670065884,9767.302523013534,8367.430388573557,9712.083121962536
11484,10349,MERCEDES-BENZ,2001,Sedan,Yes,CNG,3.2,0,0,6.0,Tiptronic,Rear,4,Left wheel,Grey,8,-6685.019842413938,-6480.5645833534,-6685.019842413938,-3017.7272091004997,-6874.469964774988
2602,14740,FORD,1999,Microbus,No,Diesel,2.5,1,326432,4.0,Manual,Rear,2,Left wheel,Red,2,-3227.281107169514,-6374.457498808257,-3227.281107169514,2673.5505487658083,-2684.6579571776783
11491,36899,HYUNDAI,2016,Minivan,Yes,Diesel,2.5,0,110169,4.0,Automatic,Front,4,Left wheel,Silver,4,6400.46961875787,7247.950234613596,6400.46961875787,10232.467217894271,6624.361705579318
6641,22580,TOYOTA,2014,Sedan,No,Hybrid,1.8,0,79000,4.0,Automatic,Front,4,Left wheel,Silver,12,14689.124831765934,14884.021459817444,14689.124831765934,11882.520862500183,14198.350609170488
7913,4704,MAZDA,2004,Sedan,No,Petrol,2.3,0,218194,4.0,Automatic,Front,4,Right-hand drive,Silver,8,8843.47394031662,1888.838436016168,8843.47394031662,7242.051222517155,9595.60100870869
5015,392,HONDA,2010,Hatchback,Yes,Hybrid,1.3,0,308331,4.0,Automatic,Front,4,Left wheel,Silver,12,1066.0996583413516,-409.17852955876015,1066.0996583413516,-2700.454945608508,482.37314534394955
14633,12980,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,0,150000,4.0,Automatic,Front,4,Left wheel,Black,4,-3123.689452283663,-774.3346877692456,-3123.689452283663,-8265.410021024756,-3717.0178126720857
15763,706,TOYOTA,2015,Jeep,Yes,Petrol,2.5,0,99616,4.0,Automatic,4x4,4,Left wheel,Silver,12,-18456.43239247628,-14272.933069436085,-18456.43239247628,-11991.714167754166,-18494.655424901535
3686,49550,BMW,2009,Hatchback,Yes,Petrol,4.4,1,167000,6.0,Tiptronic,Rear,>5,Left wheel,Black,9,14143.342968551427,15865.52469587166,14143.342968551427,10479.747509608977,17309.396200798285
7161,5488,CHEVROLET,2013,Sedan,Yes,Petrol,5.3,0,186448,8.0,Automatic,Front,4,Left wheel,Black,12,-9247.482463299857,-14831.587255628448,-9247.482463299857,-9825.816825172864,-6451.060941311909
16600,110,LEXUS,2017,Jeep,Yes,Petrol,4.6,0,0,8.0,Automatic,4x4,4,Left wheel,White,0,-35401.66127288816,-33880.89216381798,-35401.66127288816,-32722.75529442914,-35087.16498611008
3652,9722,HYUNDAI,2015,Sedan,Yes,LPG,2.0,0,486563,4.0,Automatic,Front,4,Left wheel,Orange,4,-7739.967392520415,-7271.596397158657,-7739.967392520415,-3849.5464117531665,-7709.904572505518
14186,18817,TOYOTA,2018,Sedan,Yes,Hybrid,2.5,0,35058,4.0,Automatic,Front,4,Left wheel,White,12,3683.9708039976103,3649.95560057042,3683.9708039976103,1273.1644817260094,4447.2553939048485
14699,470,MERCEDES-BENZ,2014,Jeep,Yes,Petrol,3.5,0,135200,6.0,Automatic,Rear,4,Left wheel,Grey,12,-24680.43037700843,-16026.728465285807,-24680.43037700843,-18190.00824957015,-24138.549958928103
3984,17405,FORD,2014,Hatchback,Yes,Petrol,2.0,1,62418,4.0,Manual,Front,4,Left wheel,Yellow,8,-16658.359590659195,-11118.901069113599,-16658.359590659195,-16053.065860402305,-15665.075081858682
4073,31424,TOYOTA,2015,Hatchback,Yes,Petrol,1.5,0,31000,4.0,Automatic,Front,4,Left wheel,Black,4,8291.367793831243,12503.662847476648,8291.367793831243,8620.146568098571,7656.013289477196
8776,62722,MERCEDES-BENZ,2015,Sedan,No,Diesel,2.2,1,142000,4.0,Tiptronic,Rear,4,Left wheel,Black,12,25445.800487286542,23267.921421974424,25445.800487286542,24802.71140186861,25404.65403240382
5438,5331,MERCEDES-BENZ,1999,Sedan,No,CNG,1.8,0,0,4.0,Tiptronic,Rear,4,Right-hand drive,Blue,2,-8969.722035477087,-9854.685943110491,-8969.722035477087,-3962.3727783421054,-8858.561067719083
10228,11992,HYUNDAI,2007,Sedan,Yes,Petrol,1.6,0,128354,4.0,Automatic,Front,4,Left wheel,Silver,4,1940.1072970441892,3691.8007012964736,1940.1072970441892,-1020.6231871065684,1283.0774025935534
1383,61471,HONDA,2017,Hatchback,Yes,Petrol,1.5,0,41018,4.0,Automatic,Front,4,Left wheel,White,4,38721.30444434,39823.59515294379,38721.30444434,39522.26274475455,38506.611351468586
4842,14113,FORD,2009,Sedan,Yes,Hybrid,2.5,0,0,6.0,Automatic,4x4,4,Left wheel,White,12,14724.672468579782,11217.760225968292,14724.672468579782,5991.401540837251,13349.904902779417
3376,9408,BMW,2012,Jeep,Yes,Diesel,3.0,0,149520,6.0,Automatic,4x4,4,Left wheel,Grey,0,-19330.363764278936,-19640.945660980462,-19330.363764278936,-15765.599887317047,-19508.760539555413
4119,250,TOYOTA,2019,Jeep,No,Diesel,3.0,1,36000,6.0,Automatic,4x4,4,Left wheel,Grey,12,-39517.44545181978,-35579.146930439245,-39517.44545181978,-32443.129396740813,-40016.9381327872
15591,7840,MERCEDES-BENZ,2008,Hatchback,Yes,Petrol,1.7,0,87000,4.0,Tiptronic,Front,4,Right-hand drive,Black,12,-9473.700590160617,-6673.263175223119,-9473.700590160617,-9144.479878483806,-8841.167693503452
7687,24000,BMW,2012,Jeep,Yes,Petrol,3.0,1,147718,12.0,Automatic,4x4,4,Left wheel,Grey,12,-9911.370545671736,4201.439522906225,-9911.370545671736,-12112.615001423284,-14323.30793908894
